mx,my,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR21,SR22,SR23,SR24,SR25,SR26,SR27,SR28,SR29,SR30,SR31,SR32,SR33,SR34,SR35,SR36,SR37,SR38,SR39,SR40,SR41,SR42,SR43,SR44,SR45,SR46,SR47,SR48,SR49
1400,1100,0.0,4.5583006655118975e-05,0.0,0.0001367490199653,2.2791503327559487e-05,0.0002734980399307,0.0,0.0012535326830157,4.5583006655118975e-05,0.0002734980399307,2.2791503327559487e-05,0.0009344516364299,9.116601331023796e-05,0.0061764974017686,0.0002734980399307,0.0337542164281155,0.0,2.2791503327559487e-05,0.0,0.0001823320266204,0.0001367490199653,0.0039657215789953,0.000205123529948,0.0198058163916491,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9.116601331023796e-05,0.0,0.0004558300665511,0.0,0.001185158173033,0.0,0.0006609535964992,2.2791503327559487e-05,0.0036238490290819,0.006358829428389
1400,1200,0.0,2.2798777985499978e-05,0.0,0.0004103780037389,0.0,0.0004103780037389,0.0,0.0026218594683324,0.0,0.0002051890018694,2.2798777985499978e-05,0.0015047193470429,0.0,0.0032602252519264,0.0001367926679129,0.0185126077242259,0.0,6.839633395649993e-05,0.0,0.0005699694496374,0.0,0.0022570790205644,4.559755597099996e-05,0.0138160594592129,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.559755597099996e-05,0.0,0.0002051890018694,0.0,0.0002279877798549,0.0,0.0011399388992749,0.0,0.0002963841138114,0.0,0.0019606949067529,0.0065660480598239
1500,800,0.0,2.245576214856732e-05,0.0,0.0,0.0,6.736728644570196e-05,0.0,0.0004491152429713,0.0,2.245576214856732e-05,0.0,4.491152429713464e-05,0.0002919249079313,0.0029417048414623,0.0002021018593371,0.0121710230845234,0.0,8.982304859426928e-05,0.0,0.0002021018593371,0.0009206862480912,0.009858079583221,0.0013024342046169,0.036221144345639,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.245576214856732e-05,4.491152429713464e-05,0.0001796460971885,6.736728644570196e-05,0.0010778765831312,0.0001347345728914,0.0041094044731878,0.0032785412736908
1500,900,0.0,0.0,0.0,0.0,0.0,6.755083200108081e-05,2.2516944000360272e-05,0.0004728558240075,0.0,0.0,0.0,2.2516944000360272e-05,0.0001351016640021,0.002814618000045,0.0001576186080025,0.0135552002882168,0.0,4.5033888000720544e-05,4.5033888000720544e-05,0.0001576186080025,0.0004953727680079,0.0073405237441174,0.0006980252640111,0.029001823872464,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.755083200108081e-05,0.0,0.000562923600009,4.5033888000720544e-05,0.0009006777600144,6.755083200108081e-05,0.0037378127040598,0.0026344824480421
1500,1000,0.0,0.0,0.0,0.0,0.0,0.0009293680297397,0.0,0.0,0.0,0.0,0.0,0.0004646840148698,0.0,0.0018587360594795,0.0,0.0153345724907063,0.0,0.0,0.0,0.0004646840148698,0.0004646840148698,0.0041821561338289,0.0,0.0227695167286245,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004646840148698,0.0,0.0009293680297397,0.0,0.0009293680297397,0.0027881040892193
1500,1100,0.0,2.2527088824311235e-05,0.0,2.2527088824311235e-05,0.0,9.010835529724494e-05,0.0,0.0004955959541348,0.0,6.75812664729337e-05,0.0,0.000292852154716,9.010835529724494e-05,0.0028834673695118,0.0001802167105944,0.0171431145953008,0.0,0.0,0.0,9.010835529724494e-05,6.75812664729337e-05,0.0031312653465792,0.0001126354441215,0.0151832578675857,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.010835529724494e-05,2.2527088824311235e-05,0.0005181230429591,0.0,0.0004955959541348,2.2527088824311235e-05,0.001959856727715,0.0018021671059448
1500,1200,0.0,2.244668911335578e-05,0.0,0.0001795735129068,0.0,4.489337822671156e-05,0.0,0.0013019079685746,0.0,0.0002244668911335,4.489337822671156e-05,0.0010325476992143,2.244668911335578e-05,0.004736251402918,0.0002244668911335,0.0344332210998877,0.0,0.0001122334455667,2.244668911335578e-05,0.0003591470258136,2.244668911335578e-05,0.0033221099887766,8.978675645342312e-05,0.0193490460157126,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.978675645342312e-05,0.0,0.0002469135802469,0.0,0.0012570145903479,2.244668911335578e-05,0.0006285072951739,0.0,0.0031649831649831,0.0056341189674523
1500,1300,0.0,0.0001799572601507,0.0,0.0005173771229333,0.0,0.0005398717804521,0.0,0.0023844336969969,0.0,0.000134967945113,2.249465751883928e-05,0.0013046901360926,2.249465751883928e-05,0.0028793161624114,2.249465751883928e-05,0.0161961534135642,0.0,4.498931503767856e-05,0.0,0.0004948824654144,0.0,0.0022494657518839,4.498931503767856e-05,0.0126869868406253,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.498931503767856e-05,0.0,0.0002249465751883,0.0,0.0004273984928579,0.0,0.0011922168484984,0.0,0.0003149252052637,2.249465751883928e-05,0.0016646046563941,0.0053987178045214
1600,1,0.0,0.0,0.0,0.0,4.432034747152418e-05,0.0,2.216017373576209e-05,0.0,0.0,0.0,2.216017373576209e-05,0.0,0.0027257013694987,0.0,0.0003767229535079,0.0,2.216017373576209e-05,0.0,0.0,0.0,0.0095067145326419,0.0,0.0014182511190887,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.432034747152418e-05,0.0,0.0,0.0,0.0010636883393165,0.0,0.0001108008686788,0.0,0.0001108008686788
1600,25,0.0,0.0,0.0,0.0,0.0004198152812762,0.0,8.83821644792081e-05,0.0,0.000110477705599,0.0,0.0,0.0,0.0195766494321445,0.0,0.0048389235052366,0.000110477705599,0.0004198152812762,0.0,4.419108223960405e-05,0.0,0.0895753236996774,8.83821644792081e-05,0.0207698086526139,0.0001767643289584,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0005302929868752,0.0,0.0001988598700782,0.0,0.0083079234610455,2.2095541119802024e-05,0.0018560254540633,0.0,0.0081974457554465
1600,50,0.0,0.0,0.0,0.0,0.0003096591537457,0.0,0.0002211851098184,2.2118510981840703e-05,0.000132711065891,0.0,2.2118510981840703e-05,0.0,0.0221627480038043,0.0001769480878547,0.0068125013824069,0.0005087257525823,0.0003538961757094,0.0,0.0001105925549092,2.2118510981840703e-05,0.1097962885138572,0.0005087257525823,0.0319833668797416,0.0010616885271283,0,0,0,0,0,0,0,0,0,0,0,0,2.2118510981840703e-05,0.0,0.0,0.0,0.0003538961757094,0.0,8.847404392736281e-05,0.0,0.0117228108203755,4.4237021963681406e-05,0.0034062506912034,0.0001990665988365,0.0154166021543429
1600,75,2.2118510981840703e-05,0.0,2.2118510981840703e-05,0.0,0.0005308442635641,0.0,0.0003760146866912,0.0,8.847404392736281e-05,0.0,4.4237021963681406e-05,0.0,0.0179823494282364,0.0004423702196368,0.008736811837827,0.0006635553294552,0.0004866072416004,0.0,0.000132711065891,0.0,0.1149056645506624,0.0011943995930193,0.0400123863661498,0.0027869323837119,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0003760146866912,0.0,0.0001769480878547,0.0,0.0099533299418283,0.0001548295768728,0.0032514211143305,0.000132711065891,0.0178717568733272
1600,150,2.212389380530973e-05,0.0,0.0,0.0,0.0001769911504424,4.424778761061947e-05,0.0001106194690265,0.0001327433628318,2.212389380530973e-05,2.212389380530973e-05,2.212389380530973e-05,0.0,0.0155309734513274,0.0015486725663716,0.008362831858407,0.0026991150442477,0.0005309734513274,0.0,0.000221238938053,0.0,0.0957522123893805,0.0051769911504424,0.0462610619469026,0.0089159292035398,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0004646017699115,0.0,8.849557522123894e-05,6.637168141592921e-05,0.008429203539823,0.0005530973451327,0.0048230088495575,0.0007300884955752,0.0175
1600,200,0.0,0.0,0.0,0.0,0.0001995123032587,6.650410108623365e-05,8.867213478164486e-05,8.867213478164486e-05,6.650410108623365e-05,0.0,4.433606739082243e-05,2.2168033695411216e-05,0.011859898027045,0.0022833074706273,0.0072711150520948,0.0037463976945244,0.0003546885391265,6.650410108623365e-05,0.0002216803369541,6.650410108623365e-05,0.0770560851252493,0.0101529594324983,0.0459099977831966,0.0157393039237419,0,0,0,0,0,0,0,0,0,0,0,0,4.433606739082243e-05,0.0,0.0,0.0,0.0001330082021724,2.2168033695411216e-05,0.0001551762358678,0.0001773442695632,0.0081356683662159,0.0008867213478164,0.0050321436488583,0.0014409221902017,0.0161826645976501
1600,400,0.0,2.2120957395036058e-05,0.0,2.2120957395036058e-05,4.424191479007212e-05,0.0001990886165553,4.424191479007212e-05,0.0002433305313453,2.2120957395036058e-05,0.0,0.0,2.2120957395036058e-05,0.0030526921205149,0.003694199884971,0.0032960226518603,0.0082289961509534,8.848382958014423e-05,4.424191479007212e-05,6.636287218510817e-05,0.0001548467017652,0.0249303189842056,0.0218776268636906,0.0212139981418395,0.0429367783037649,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.2120957395036058e-05,2.2120957395036058e-05,0.0001548467017652,0.0001548467017652,0.0026987568021943,0.0023005795690837,0.0021457328673184,0.0042472238198469,0.0092908021059151
1600,600,0.0,4.422137218917903e-05,0.0,0.0,0.0,8.844274437835806e-05,2.2110686094589518e-05,0.0002432175470404,0.0,2.2110686094589518e-05,0.0,6.633205828376855e-05,0.0006854312689322,0.0030512746810533,0.0008402060715944,0.0105689079532137,4.422137218917903e-05,0.0001326641165675,0.0001326641165675,0.0003095496053242,0.0055718928958365,0.0193689610188604,0.0061467707342958,0.0481128529418267,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.422137218917903e-05,4.422137218917903e-05,2.2110686094589518e-05,0.0002874389192296,0.0003095496053242,0.0019236296902292,0.0005748778384593,0.0049306829990934,0.0049085723129988
1600,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000132981670693,0.0,0.0,0.0,8.865444712870409e-05,0.0002216361178217,0.002526651743168,0.0003546177885148,0.010838006161484,0.0,0.0001108180589108,2.2163611782176023e-05,0.0002881269531682,0.0010638533655444,0.0116580597974245,0.002016888672178,0.0400939737139564,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2163611782176023e-05,0.0,0.0,0.0,6.649083534652807e-05,0.0,0.0002881269531682,8.865444712870409e-05,0.0014849619894057,0.0,0.0043219042975243,0.0029920875905937
1600,900,0.0,0.0,0.0,0.0,0.0,2.2077004592016954e-05,0.0,0.0002870010596962,0.0,2.2077004592016954e-05,0.0,2.2077004592016954e-05,0.0001324620275521,0.0025167785234899,0.0001324620275521,0.0122968915577534,0.0,2.2077004592016954e-05,2.2077004592016954e-05,0.0003311550688802,0.0005298481102084,0.0083671847403744,0.0009713882020487,0.0337998940303779,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.415400918403391e-05,0.0,0.0003973860826563,4.415400918403391e-05,0.0008389261744966,8.830801836806782e-05,0.0037972447898269,0.0025830095372659
1600,1000,0.0,0.0,0.0,0.0,0.0,6.631446318442052e-05,0.0,0.000375781958045,0.0,2.2104821061473507e-05,0.0,0.0001105241053073,6.631446318442052e-05,0.0022767965693317,8.841928424589403e-05,0.0134618360264373,0.0,0.0,0.0,0.0003094674948606,0.0001989433895532,0.0061009306129666,0.0003978867791065,0.0289794204115917,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.420964212294701e-05,0.0,0.0003536771369835,2.2104821061473507e-05,0.0009505073056433,4.420964212294701e-05,0.0032494086960366,0.0022767965693317
1600,1100,0.0,0.0,0.0,2.2104821061473507e-05,0.0,4.420964212294701e-05,0.0,0.0005084108844138,0.0,4.420964212294701e-05,0.0,0.0001547337474303,4.420964212294701e-05,0.0028073122748071,8.841928424589403e-05,0.0168880832909657,0.0,2.2104821061473507e-05,0.0,0.0001105241053073,0.0001547337474303,0.0047083268860938,0.0002210482106147,0.0202701209133712,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.2104821061473507e-05,0.0,6.631446318442052e-05,0.0,0.0004199916001679,2.2104821061473507e-05,0.000795773558213,6.631446318442052e-05,0.002895731559053,0.0017904905059793
1600,1200,0.0,0.0,0.0,2.2069209039548023e-05,0.0,2.2069209039548023e-05,0.0,0.0005075918079096,0.0,0.0001103460451977,0.0,0.0001986228813559,4.4138418079096045e-05,0.0030455508474576,2.2069209039548023e-05,0.0167284604519774,0.0,0.0,0.0,0.0001324152542372,4.4138418079096045e-05,0.0029793432203389,4.4138418079096045e-05,0.0142787782485875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007062146892655,0.0,0.0003972457627118,0.0,0.0021627824858757,0.0019200211864406
1600,1300,0.0,4.424387222369702e-05,0.0,0.0001769754888947,0.0,0.0001769754888947,0.0,0.0012609503583753,0.0,0.000132731616671,0.0,0.0009291213166976,0.0,0.0043358994779223,8.848774444739404e-05,0.0320546854260684,0.0,4.424387222369702e-05,0.0,0.0003318290416777,0.0,0.0033182904167772,4.424387222369702e-05,0.0180736218033802,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.636580833554553e-05,0.0,0.0001106096805592,0.0,0.0010397309972568,0.0,0.0005088045305725,0.0,0.0039155826917971,0.0062162640474294
1600,1400,0.0,2.2104821061473507e-05,0.0,0.0004642012422909,0.0,0.0003315723159221,0.0,0.0020999580008399,0.0,0.0001768385684917,0.0,0.0014368133689957,0.0,0.0022767965693317,0.0,0.0155838988483388,0.0,0.0001326289263688,0.0,0.0005305157054753,0.0,0.0021441676429629,0.0,0.0125776431839784,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.420964212294701e-05,0.0,0.0003315723159221,0.0,0.0003315723159221,2.2104821061473507e-05,0.0012599748005039,0.0,0.0002652578527376,0.0,0.0019452242534096,0.0048630606335241
1700,25,0.0,0.0,0.0,0.0,0.0003492382241236,0.0,0.0001309643340463,0.0,2.1827389007726896e-05,0.0,2.1827389007726896e-05,0.0,0.0177456672632819,2.1827389007726896e-05,0.0043436504125376,2.1827389007726896e-05,0.000152791723054,0.0,6.548216702318068e-05,0.0,0.0900816344348889,6.548216702318068e-05,0.020539573056271,0.0001746191120618,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0004365477801545,0.0,6.548216702318068e-05,0.0,0.0076177587636966,0.0,0.0020299471777186,2.1827389007726896e-05,0.0079451695988125
1700,50,2.1844554152649745e-05,0.0,0.0,0.0,0.0004587356372056,0.0,8.737821661059898e-05,0.0,8.737821661059898e-05,0.0,0.0,0.0,0.0184368037048363,0.0001966009873738,0.0057888068504521,0.0002621346498317,0.0004368910830529,0.0,0.0001966009873738,0.0,0.1134387697147101,0.0005898029621215,0.0316964480754947,0.0010048494910218,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0006553366245794,2.1844554152649745e-05,0.0001747564332211,0.0,0.0096552929354711,2.1844554152649745e-05,0.0028397920398444,0.0001310673249158,0.0142426493075276
1700,75,2.1829771442293e-05,0.0,0.0,0.0,0.0004584252002881,0.0,0.0002837870287498,0.0,6.5489314326879e-05,0.0,0.0,0.0,0.0197122836123905,0.000523914514615,0.0075531009190333,0.0005457442860573,0.0004584252002881,0.0,4.3659542884586e-05,2.1829771442293e-05,0.1192560413892466,0.0013316160579798,0.038966142024493,0.0022266366871138,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0003929358859612,0.0,0.0001091488572114,2.1829771442293e-05,0.0107620773210504,0.0001746381715383,0.0037983802309589,0.0001091488572114,0.0180095614398917
1700,150,4.369483527047103e-05,0.0,0.0,0.0,0.0005680328585161,0.0,0.0001529319234466,2.184741763523552e-05,0.0,2.184741763523552e-05,6.554225290570654e-05,0.0,0.0144848378921611,0.0011797605523027,0.0087826618893646,0.0020318098400769,0.000371406099799,0.0,0.0001747793410818,0.0,0.103993707943721,0.0050686008913746,0.0487852835794809,0.0084549506248361,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.000371406099799,0.0,0.0001747793410818,4.369483527047103e-05,0.0095910163418683,0.000655422529057,0.0044131783623175,0.001026828628856,0.0183299833959625
1700,800,0.0,0.0,0.0,0.0,2.1845031347619984e-05,0.0,0.0,0.0002621403761714,0.0,2.1845031347619984e-05,0.0,6.553509404285995e-05,0.0001529152194333,0.0025558686676715,0.0002402953448238,0.0093496734167813,2.1845031347619984e-05,2.1845031347619984e-05,0.0,0.0003276754702142,0.0015946872883762,0.0131725539026148,0.0022281931974572,0.0447604692312733,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.738012539047993e-05,0.0,0.0002621403761714,0.000109225156738,0.0012888568495095,0.000283985407519,0.0049806671472573,0.0031456845140572
1700,900,0.0,0.0,0.0,2.182357819388067e-05,0.0,4.364715638776134e-05,0.0,0.0002182357819388,0.0,0.0,0.0,6.547073458164201e-05,0.0001309414691632,0.002182357819388,0.0002618829383265,0.0097987866090524,0.0,8.729431277552268e-05,2.182357819388067e-05,0.0003273536729082,0.000720178080398,0.0107590240495831,0.0009384138623368,0.039500676530924,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.364715638776134e-05,0.0,0.0003055300947143,8.729431277552268e-05,0.0013530618480206,0.0001091178909694,0.0040591855440618,0.0023787700231329
1700,1000,0.0,0.0,0.0,4.372349263259149e-05,0.0,2.1861746316295747e-05,0.0,0.0002404792094792,0.0,0.0,0.0,8.744698526518299e-05,8.744698526518299e-05,0.0018801101832014,0.0001093087315814,0.0113462463381574,0.0,6.558523894888724e-05,0.0,8.744698526518299e-05,0.0001967557168466,0.0081107078833457,0.0005028201652748,0.0325740020112806,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002842027021118,8.744698526518299e-05,0.0010930873158147,6.558523894888724e-05,0.0038695290979843,0.0025578243190066
1700,1100,0.0,0.0,0.0,0.0,0.0,6.543075245365322e-05,0.0,0.0002181025081788,0.0,6.543075245365322e-05,0.0,6.543075245365322e-05,0.0001090512540894,0.0021374045801526,6.543075245365322e-05,0.011886586695747,0.0,2.181025081788441e-05,0.0,0.0002617230098146,0.0001962922573609,0.0060414394765539,0.0003271537622682,0.0262377317339149,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.181025081788441e-05,0.0,0.0001090512540894,0.0,0.0004580152671755,2.181025081788441e-05,0.0007633587786259,0.0,0.003576881134133,0.0018974918211559
1700,1200,0.0,0.0,0.0,0.0,0.0,8.719346049046322e-05,0.0,0.0003269754768392,0.0,2.1798365122615804e-05,0.0,0.0001743869209809,4.359673024523161e-05,0.0022234332425068,4.359673024523161e-05,0.0143651226158038,2.1798365122615804e-05,4.359673024523161e-05,0.0,0.000108991825613,8.719346049046322e-05,0.0038583106267029,0.0001307901907356,0.0210136239782016,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.1798365122615804e-05,0.0,2.1798365122615804e-05,0.0,0.000392370572207,2.1798365122615804e-05,0.0005885558583106,2.1798365122615804e-05,0.0028991825613079,0.0016566757493188
1700,1300,0.0,0.0,0.0,0.0,0.0,2.1845031347619984e-05,0.0,0.0006990410031238,0.0,0.0,0.0,0.0002402953448238,2.1845031347619984e-05,0.0020752779780238,4.369006269523997e-05,0.0166022238241911,0.0,4.369006269523997e-05,0.0,0.0001529152194333,2.1845031347619984e-05,0.0025121786049762,6.553509404285995e-05,0.0136094545295672,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.1845031347619984e-05,0.0,6.553509404285995e-05,0.0,0.0007208860344714,0.0,0.0003713655329095,2.1845031347619984e-05,0.0022063481661096,0.0017912925705048
1700,1400,0.0,2.1882795745984508e-05,0.0,0.0001312967744759,0.0,0.0001750623659678,0.0,0.0012254365617751,0.0,0.0001094139787299,0.0,0.0010941397872992,0.0,0.0042452623747209,0.0,0.030942273184822,0.0,0.0,0.0,0.0003063591404437,0.0,0.0029979430171998,4.3765591491969016e-05,0.0175062365967876,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.3765591491969016e-05,0.0,6.564838723795351e-05,0.0,8.753118298393803e-05,0.0,0.0010284914000612,4.3765591491969016e-05,0.0006127182808875,0.0,0.00277911505974,0.0052299881832902
1700,1500,0.0,8.741067721422172e-05,0.0,0.0003714953781604,0.0,0.0003714953781604,0.0,0.0021634142610519,0.0,0.0002840847009462,0.0,0.0013548654968204,2.185266930355543e-05,0.0029282576866764,0.0,0.0154498371976136,0.0,8.741067721422172e-05,0.0,0.0003933480474639,0.0,0.0018793295601057,0.0,0.0116037674001879,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.741067721422172e-05,0.0,0.0003059373702497,0.0,0.0001748213544284,0.0,0.0011363388037848,0.0,0.0002622320316426,0.0,0.0016826555363737,0.004960555931907
1800,1,0.0,0.0,0.0,0.0,8.622733837763262e-05,0.0,2.1556834594408155e-05,0.0,0.0,0.0,2.1556834594408155e-05,0.0,0.0021987971286296,0.0,0.0004311366918881,0.0,2.1556834594408155e-05,0.0,0.0,0.0,0.0087305180107353,0.0,0.0012502964064756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.311366918881631e-05,0.0,0.0,0.0,0.0006682618724266,0.0,0.0001724546767552,0.0,0.0001508978421608
1800,25,0.0,0.0,0.0,0.0,0.0006897443634952,0.0,8.621804543690995e-05,0.0,0.0001293270681553,0.0,4.3109022718454976e-05,0.0,0.0163814286330128,2.1554511359227488e-05,0.0042031297150493,6.466353407768246e-05,0.0004095357158253,0.0,2.1554511359227488e-05,0.0,0.0895374401862309,2.1554511359227488e-05,0.0203905677458292,0.0002586541363107,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0001293270681553,0.0,2.1554511359227488e-05,0.0,0.0070698797258266,0.0,0.0015734793292236,0.0,0.0080182782256326
1800,50,0.0,0.0,0.0,0.0,0.0004736275565123,0.0,8.611410118406889e-05,2.1528525296017223e-05,0.00010764262648,0.0,0.0,0.0,0.0178040904198062,0.0001937567276641,0.0058557588805166,0.0001937567276641,0.0006673842841765,2.1528525296017223e-05,0.0001291711517761,0.0,0.1171367061356297,0.0003659849300322,0.0301829924650161,0.0009687836383207,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0003229278794402,0.0,0.0001291711517761,0.0,0.010010764262648,6.458557588805168e-05,0.002604951560818,2.1528525296017223e-05,0.01502691065662
1800,75,0.0,0.0,0.0,0.0,0.0002153362475505,0.0,0.0001722689980404,0.0,4.306724951011004e-05,0.0,0.0,0.0,0.0169469626822283,0.0003445379960808,0.0063093520532311,0.0006675423674067,0.0006460087426516,0.0,6.460087426516505e-05,0.0,0.1219879842373866,0.0014212192338336,0.039923340295872,0.0019164926031998,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0005383406188763,0.0,0.0001076681237752,0.0,0.0106376106289971,8.613449902022007e-05,0.0032946445875234,8.613449902022007e-05,0.0181313120437563
1800,150,0.0,0.0,0.0,0.0,0.0001940658961531,0.0,0.0001293772641021,2.156287735035363e-05,4.312575470070726e-05,0.0,0.0,0.0,0.0126574090046575,0.0010134552354666,0.0072235639123684,0.00183284457478,0.0004959461790581,0.0,0.0001509401414524,6.468863205106089e-05,0.1091728480248404,0.0050457132999827,0.0490986717267552,0.0078488873555287,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0002587545282042,0.0,0.0001293772641021,2.156287735035363e-05,0.0098973607038123,0.000366568914956,0.003902880800414,0.0008193893393134,0.0196006555114714
1800,200,0.0,0.0,0.0,0.0,0.0002800517018526,4.308487720809996e-05,0.0002154243860404,8.616975441619992e-05,6.462731581214994e-05,0.0,2.154243860404998e-05,0.0,0.0117190866006031,0.0018095648427401,0.0068504954760878,0.002175786299009,0.000473933649289,2.154243860404998e-05,0.0001723395088323,4.308487720809996e-05,0.0891641533821628,0.0076906505816458,0.0524342955622576,0.0135501938819474,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0002585092632485,0.0,0.0001292546316242,4.308487720809996e-05,0.0077552778974579,0.0005385609651012,0.0046316242998707,0.001314088754847,0.017277035760448
1800,400,0.0,0.0,0.0,0.0,4.313877744704715e-05,2.156938872352357e-05,0.0001078469436176,0.0001078469436176,0.0,2.156938872352357e-05,0.0,4.313877744704715e-05,0.0028902980889521,0.0029118674776756,0.0028471593115051,0.0067512186704628,0.0001725551097881,0.0001509857210646,4.313877744704715e-05,0.0002156938872352,0.0330227341357146,0.0224753030499115,0.027522540011216,0.0396661058625598,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.156938872352357e-05,4.313877744704715e-05,6.470816617057073e-05,0.0001941244985117,0.0032354083085285,0.0024804797032052,0.002760881756611,0.0040766144687459,0.0104395841421854
1800,600,0.0,0.0,0.0,0.0,0.0,4.318814917186724e-05,4.318814917186724e-05,0.0002159407458593,0.0,0.0,2.159407458593362e-05,2.159407458593362e-05,0.0005398518646483,0.0029583882182729,0.0012092681768122,0.0082057483426547,2.159407458593362e-05,8.637629834373448e-05,4.318814917186724e-05,0.0003886933425468,0.0084864713122719,0.0224578375693709,0.0095661750415685,0.0544386620311386,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.637629834373448e-05,4.318814917186724e-05,0.0001943466712734,0.0011012978038826,0.0020082489364918,0.0008205748342654,0.005851994212788,0.0053985186464834
1800,800,0.0,0.0,0.0,0.0,0.0,2.156055281257412e-05,0.0,0.0001724844225005,0.0,0.0,0.0,0.0001078027640628,0.0001940449753131,0.0021776158340699,0.000301847739376,0.0082792522800284,0.0,8.624221125029646e-05,0.0,0.0002371660809383,0.0019835708587568,0.015286431944115,0.0020482525171945,0.0467648390504732,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.624221125029646e-05,0.0,0.0001724844225005,0.0001724844225005,0.0014876781440676,0.0001724844225005,0.0047864427243914,0.0034281278971992
1800,900,0.0,0.0,0.0,0.0,0.0,2.1542902690708547e-05,0.0,0.0002585148322885,0.0,4.308580538141709e-05,0.0,6.462870807212564e-05,4.308580538141709e-05,0.0019604041448544,8.617161076283419e-05,0.0090264762274068,2.1542902690708547e-05,2.1542902690708547e-05,2.1542902690708547e-05,0.0002585148322885,0.0009909735237725,0.0116977961610547,0.0014649173829681,0.0419009457334281,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001508003188349,6.462870807212564e-05,0.0011202309399168,0.0001508003188349,0.0042224089273788,0.0029729205713177
